2021-02-23 09:59:28,Isle of Wight,Mary Sutton,",Speciality Tea - Fruit,1.3,Large,Flavoured hot chocolate - Caramel,2.9,,Frappes - Strawberries & Cream,2.75,,Mocha,2.3",CASH,9.25,None
2021-02-23 10:00:55,Isle of Wight,Nettie Keyser,"Regular,Americano,1.95,Regular,Chai latte,2.3,,Flavoured iced latte - Caramel,2.75",CASH,7.00,None
2021-02-23 10:01:02,Isle of Wight,Thomas Schmidt,"Regular,Latte,2.15,Large,Latte,2.45,,Hot Chocolate,1.4,Large,Espresso,1.8",CARD,7.80,"visa16,4129616393671251"
2021-02-23 10:02:41,Isle of Wight,Jennifer Willis,",Flavoured iced latte - Caramel,2.75,,Red Label tea,1.2",CARD,3.95,"discover,6011173127334844"
2021-02-23 10:03:44,Isle of Wight,George Larve,"Large,Flavoured latte - Gingerbread,2.85,Regular,Latte,2.15,,Speciality Tea - Green,1.3,Large,Chai latte,2.6,,Smoothies - Berry Beautiful,2.0",CARD,10.90,"visa13,47299416416810"
2021-02-23 10:04:12,Isle of Wight,Carol Davis,",Speciality Tea - English breakfast,1.3,Large,Flavoured latte - Gingerbread,2.85,,Speciality Tea - Peppermint,1.3",CASH,5.45,None
2021-02-23 10:05:32,Isle of Wight,Anthony Rogers,",Flavoured iced latte - Vanilla,2.75,,Red Label tea,1.2,Large,Luxury hot chocolate,2.7",CASH,6.65,None
2021-02-23 10:06:34,Isle of Wight,William Hegyi,",Frappes - Chocolate Cookie,2.75",CARD,2.75,"americanexpress,352647949325379"
2021-02-23 10:07:33,Isle of Wight,Teresa Austin,"Regular,Flavoured latte - Gingerbread,2.55,Large,Americano,2.25,Large,Luxury hot chocolate,2.7",CARD,7.50,"discover,60111644914715110"
2021-02-23 10:08:42,Isle of Wight,Scarlett Mcmath,"Regular,Flavoured hot chocolate - Vanilla,2.6",CASH,2.60,None
2021-02-23 10:09:50,Isle of Wight,Barbara Swenson,",Speciality Tea - Camomile,1.3,,Iced latte,2.35",CARD,3.65,"mastercard,5398267911687873"
2021-02-23 10:10:35,Isle of Wight,Gerry Smith,",Speciality Tea - Fruit,1.3",CARD,1.30,"visa13,4885482894276"
2021-02-23 10:11:53,Isle of Wight,Jackie Cassidy,",Speciality Tea - Fruit,1.3,,Flat white,2.15",CARD,3.45,"mastercard,5168886328891196"
2021-02-23 10:12:40,Isle of Wight,Pearl Ray,"Regular,Americano,1.95,,Babyccino,0.0",CASH,1.95,None
2021-02-23 10:13:26,Isle of Wight,Lorraine Duncan,",Speciality Tea - Earl Grey,1.3,,Smoothies - Berry Beautiful,2.0",CARD,3.30,"americanexpress,365496845634459"
2021-02-23 10:14:45,Isle of Wight,Paul Stinnett,"Large,Flavoured latte - Hazelnut,2.85,,Speciality Tea - English breakfast,1.3,Large,Flavoured hot chocolate - Vanilla,2.9,,Mocha,2.3,Large,Flavoured hot chocolate - Hazelnut,2.9",CARD,12.25,"visa13,4993857627774"
2021-02-23 10:15:17,Isle of Wight,Tammy Packard,",Speciality Tea - Darjeeling,1.3",CARD,1.30,"visa13,4947739456646"
2021-02-23 10:16:25,Isle of Wight,Emma Lussier,",Iced americano,2.15,Large,Flavoured latte - Caramel,2.85,,Speciality Tea - English breakfast,1.3,,Cortado,2.05,,Flavoured iced latte - Vanilla,2.75",CASH,11.10,None
2021-02-23 10:17:33,Isle of Wight,Kimberli Nichols,",Frappes - Coffee,2.75,,Smoothies - Carrot Kick,2.0,,Smoothies - Berry Beautiful,2.0,Regular,Hot chocolate,2.2",CASH,8.95,None
2021-02-23 10:18:11,Isle of Wight,Shirley Sumners,"Large,Americano,2.25,,Flat white,2.15,Regular,Cappuccino,2.15,,Flavoured iced latte - Vanilla,2.75,,Flavoured iced latte - Vanilla,2.75",CARD,12.05,"mastercard,53265543958938710"
2021-02-23 10:19:56,Isle of Wight,Clara Cruz,"Large,Flavoured hot chocolate - Hazelnut,2.9",CARD,2.90,"visa16,4862184424779826"
2021-02-23 10:20:36,Isle of Wight,James Donohoe,",Speciality Tea - Camomile,1.3,,Speciality Tea - Peppermint,1.3,Large,Flavoured hot chocolate - Hazelnut,2.9,,Speciality Tea - English breakfast,1.3,Large,Filter coffee,1.8",CASH,8.60,None
2021-02-23 10:21:34,Isle of Wight,Tiffany Nguyen,",Babyccino,0.0",CASH,0.00,None
2021-02-23 10:22:21,Isle of Wight,Catherine Wilkins,",Speciality Tea - Darjeeling,1.3,Large,Espresso,1.8,,Frappes - Chocolate Cookie,2.75,Large,Filter coffee,1.8,,Flavoured iced latte - Vanilla,2.75",CASH,10.40,None
2021-02-23 10:23:25,Isle of Wight,Julius Brice,"Large,Flavoured latte - Gingerbread,2.85,,Flavoured iced latte - Hazelnut,2.75,,Glass of milk,0.7,Regular,Flavoured hot chocolate - Vanilla,2.6",CASH,8.90,None
2021-02-23 10:24:39,Isle of Wight,Laura Rankin,",Flat white,2.15",CARD,2.15,"americanexpress,374145771876936"
2021-02-23 10:25:11,Isle of Wight,Richard Timberlake,",Flavoured iced latte - Hazelnut,2.75,Large,Cappuccino,2.45",CARD,5.20,"visa16,4341674899789368"
2021-02-23 10:26:01,Isle of Wight,Robert Torres,"Large,Flavoured hot chocolate - Vanilla,2.9,,Hot Chocolate,1.4,Large,Filter coffee,1.8,,Frappes - Strawberries & Cream,2.75",CASH,8.85,None
2021-02-23 10:27:11,Isle of Wight,Jude Webb,"Large,Hot chocolate,2.9",CARD,2.90,"visa16,4242722354335522"
2021-02-23 10:28:40,Isle of Wight,Paulette Haynes,",Speciality Tea - Fruit,1.3",CARD,1.30,"visa13,4841698434324"
2021-02-23 10:29:46,Isle of Wight,Christopher Morales,",Red Label tea,1.2,,Babyccino,0.0,,Frappes - Chocolate Cookie,2.75,,Red Label tea,1.2,,Glass of milk,0.7",CASH,5.85,None
2021-02-23 10:30:53,Isle of Wight,James Robertson,",Speciality Tea - Camomile,1.3,,Cortado,2.05,,Frappes - Strawberries & Cream,2.75,,Flavoured iced latte - Hazelnut,2.75",CASH,8.85,None
2021-02-23 10:31:10,Isle of Wight,Mary Cannon,"Large,Filter coffee,1.8,Large,Americano,2.25,,Speciality Tea - Darjeeling,1.3",CASH,5.35,None
2021-02-23 10:32:27,Isle of Wight,Lorraine Preston,",Babyccino,0.0,Large,Americano,2.25,Regular,Filter coffee,1.5,Regular,Chai latte,2.3",CARD,6.05,"visa16,4341441564547913"
2021-02-23 10:33:57,Isle of Wight,Jo Quirin,"Large,Flavoured latte - Vanilla,2.85,,Smoothies - Carrot Kick,2.0,Large,Latte,2.45",CARD,7.30,"mastercard,5342597877888777"
2021-02-23 10:34:09,Isle of Wight,John Jones,",Speciality Tea - Peppermint,1.3,,Red Label tea,1.2",CASH,2.50,None
2021-02-23 10:35:22,Isle of Wight,Lindsey Newman,"Large,Hot chocolate,2.9,,Hot Chocolate,1.4,Large,Espresso,1.8",CARD,6.10,"mastercard,5314689575845763"
2021-02-23 10:36:42,Isle of Wight,Carolyn Knepp,",Speciality Tea - Green,1.3,Large,Flavoured latte - Vanilla,2.85,Large,Flavoured hot chocolate - Caramel,2.9,Large,Flavoured hot chocolate - Vanilla,2.9",CARD,9.95,"visa16,4791289724977974"
2021-02-23 10:37:56,Isle of Wight,Kelly Jaegers,"Large,Americano,2.25",CASH,2.25,None
2021-02-23 10:38:50,Isle of Wight,Thea Guthrie,",Smoothies - Berry Beautiful,2.0",CARD,2.00,"americanexpress,367927662397224"
2021-02-23 10:39:11,Isle of Wight,Richard Batchelder,",Frappes - Chocolate Cookie,2.75,,Flat white,2.15",CASH,4.90,None
2021-02-23 10:40:17,Isle of Wight,Doris Mccray,",Frappes - Coffee,2.75,Regular,Flavoured latte - Vanilla,2.55",CASH,5.30,None
2021-02-23 10:41:28,Isle of Wight,Robert Mountain,"Large,Latte,2.45,Large,Americano,2.25,Large,Americano,2.25,,Flavoured iced latte - Hazelnut,2.75,Large,Flavoured latte - Caramel,2.85",CARD,12.55,"visa16,4892386464931126"
2021-02-23 10:42:45,Isle of Wight,Laura Richardson,",Speciality Tea - English breakfast,1.3,,Flavoured iced latte - Hazelnut,2.75,Regular,Flavoured hot chocolate - Caramel,2.6,,Smoothies - Carrot Kick,2.0,,Mocha,2.3",CARD,10.95,"visa13,4713947251595"
2021-02-23 10:43:27,Isle of Wight,Ramon Krapp,",Speciality Tea - Earl Grey,1.3,,Flat white,2.15,Regular,Espresso,1.5,,Frappes - Coffee,2.75,,Flavoured iced latte - Hazelnut,2.75",CASH,10.45,None
2021-02-23 10:44:47,Isle of Wight,Renee Monday,",Mocha,2.3,,Speciality Tea - Earl Grey,1.3,,Smoothies - Berry Beautiful,2.0",CASH,5.60,None
2021-02-23 10:45:42,Isle of Wight,Frances Rogal,"Regular,Cappuccino,2.15,,Flavoured iced latte - Vanilla,2.75",CARD,4.90,"mastercard,5142495534796289"
2021-02-23 10:46:49,Isle of Wight,Penny Lim,"Regular,Americano,1.95",CASH,1.95,None
2021-02-23 10:47:15,Isle of Wight,Jeffrey Williams,",Speciality Tea - Fruit,1.3",CASH,1.30,None
2021-02-23 10:48:21,Isle of Wight,Brett Fowler,",Glass of milk,0.7,,Speciality Tea - English breakfast,1.3",CARD,2.00,"visa13,4618377739185"
2021-02-23 10:49:47,Isle of Wight,Claire Garcia,"Large,Flavoured hot chocolate - Vanilla,2.9",CARD,2.90,"visa16,4211746936727945"
2021-02-23 10:50:42,Isle of Wight,Lakisha Thomas,",Frappes - Chocolate Cookie,2.75",CARD,2.75,"visa16,4573845593564856"
2021-02-23 10:51:20,Isle of Wight,Tiffany Littlejohn,",Speciality Tea - Camomile,1.3,Large,Flavoured hot chocolate - Caramel,2.9,,Speciality Tea - English breakfast,1.3,Large,Flavoured hot chocolate - Caramel,2.9",CARD,8.40,"americanexpress,3654811818279910"
2021-02-23 10:52:58,Isle of Wight,Lillian Fratus,"Large,Flavoured latte - Gingerbread,2.85,Large,Chai latte,2.6,,Speciality Tea - Fruit,1.3",CASH,6.75,None
2021-02-23 10:53:37,Isle of Wight,Monica Breitenbach,",Frappes - Strawberries & Cream,2.75,,Frappes - Coffee,2.75",CARD,5.50,"americanexpress,372826346611385"
2021-02-23 10:54:41,Isle of Wight,Lawrence Hodge,",Flavoured iced latte - Caramel,2.75,Large,Flavoured latte - Hazelnut,2.85,,Babyccino,0.0,Large,Espresso,1.8,Regular,Flavoured hot chocolate - Caramel,2.6",CARD,10.00,"visa16,4263126462453835"
2021-02-23 10:55:17,Isle of Wight,William Colbert,"Regular,Flavoured latte - Hazelnut,2.55,Large,Flavoured latte - Gingerbread,2.85",CARD,5.40,"discover,6011156856112598"
2021-02-23 10:56:14,Isle of Wight,Patrina Silkwood,",Frappes - Strawberries & Cream,2.75",CASH,2.75,None
2021-02-23 10:57:42,Isle of Wight,Amy Oller,"Regular,Filter coffee,1.5,Large,Chai latte,2.6,,Frappes - Strawberries & Cream,2.75,,Flavoured iced latte - Hazelnut,2.75,,Speciality Tea - Camomile,1.3",CASH,10.90,None
2021-02-23 10:58:40,Isle of Wight,Jennifer Hollingsworth,"Regular,Latte,2.15,Large,Americano,2.25,,Frappes - Strawberries & Cream,2.75",CARD,7.15,"visa16,4751478654921874"
2021-02-23 10:59:24,Isle of Wight,Melvin Thomas,",Speciality Tea - Darjeeling,1.3,,Frappes - Strawberries & Cream,2.75,Large,Filter coffee,1.8",CASH,5.85,None
2021-02-23 11:00:01,Isle of Wight,Mary Dermody,",Frappes - Chocolate Cookie,2.75,Large,Filter coffee,1.8,Regular,Latte,2.15,,Flavoured iced latte - Hazelnut,2.75,Regular,Latte,2.15",CARD,11.60,"mastercard,5344844655229958"
2021-02-23 11:01:31,Isle of Wight,Phillip Dyer,"Large,Latte,2.45,,Flavoured iced latte - Hazelnut,2.75,Large,Flavoured hot chocolate - Hazelnut,2.9,,Smoothies - Carrot Kick,2.0,Large,Americano,2.25",CARD,12.35,"mastercard,5567129329857693"
2021-02-23 11:02:11,Isle of Wight,Michael Kelly,",Speciality Tea - Green,1.3,,Iced americano,2.15,,Flat white,2.15,,Iced latte,2.35,,Speciality Tea - Peppermint,1.3",CASH,9.25,None
2021-02-23 11:03:14,Isle of Wight,Faye Hernandez,"Regular,Filter coffee,1.5,Large,Americano,2.25,Regular,Flavoured latte - Caramel,2.55",CASH,6.30,None
2021-02-23 11:04:21,Isle of Wight,Mary Soto,",Speciality Tea - Green,1.3,,Speciality Tea - Darjeeling,1.3,Large,Flavoured latte - Gingerbread,2.85",CASH,5.45,None
2021-02-23 11:05:18,Isle of Wight,Clinton Cornelius,",Flat white,2.15,,Frappes - Coffee,2.75",CASH,4.90,None
2021-02-23 11:06:32,Isle of Wight,Rosie Espinosa,",Mocha,2.3,,Speciality Tea - English breakfast,1.3,,Glass of milk,0.7,,Cortado,2.05,,Speciality Tea - Camomile,1.3",CARD,7.65,"visa16,4896238882159143"
2021-02-23 11:07:33,Isle of Wight,Amanda Cichowski,"Large,Latte,2.45,,Mocha,2.3,,Red Label tea,1.2",CARD,5.95,"discover,6011474358775378"
2021-02-23 11:08:02,Isle of Wight,Stuart Poux,",Iced americano,2.15,Regular,Americano,1.95,Large,Flavoured latte - Gingerbread,2.85",CARD,6.95,"visa16,4523997511565555"
2021-02-23 11:09:29,Isle of Wight,Judith Kohl,"Large,Americano,2.25,,Glass of milk,0.7,,Speciality Tea - Fruit,1.3,,Flavoured iced latte - Caramel,2.75",CASH,7.00,None
2021-02-23 11:10:01,Isle of Wight,Robert Monzon,"Regular,Flavoured latte - Caramel,2.55,,Flavoured iced latte - Caramel,2.75,Large,Flavoured latte - Gingerbread,2.85,,Speciality Tea - English breakfast,1.3,,Babyccino,0.0",CARD,9.45,"discover,6011795395926412"
2021-02-23 11:11:53,Isle of Wight,Thomas Butler,"Large,Flavoured latte - Hazelnut,2.85,Regular,Hot chocolate,2.2,,Smoothies - Carrot Kick,2.0",CARD,7.05,"visa13,45867532128310"
2021-02-23 11:12:52,Isle of Wight,Anita Rencher,"Regular,Hot chocolate,2.2,,Frappes - Chocolate Cookie,2.75,,Speciality Tea - English breakfast,1.3,Large,Americano,2.25",CARD,8.50,"americanexpress,358589515184968"
2021-02-23 11:13:21,Isle of Wight,Charles Jacobsen,",Speciality Tea - Camomile,1.3,Large,Latte,2.45,,Hot Chocolate,1.4,Large,Flavoured latte - Gingerbread,2.85,Large,Americano,2.25",CARD,10.25,"visa13,4831757469451"
2021-02-23 11:14:48,Isle of Wight,Tony Scott,",Smoothies - Carrot Kick,2.0,,Flavoured iced latte - Caramel,2.75,Regular,Flavoured latte - Gingerbread,2.55",CASH,7.30,None
2021-02-23 11:15:27,Isle of Wight,John Monachino,",Speciality Tea - Fruit,1.3,,Speciality Tea - Earl Grey,1.3",CASH,2.60,None
2021-02-23 11:16:16,Isle of Wight,Sharon Goad,"Large,Flavoured latte - Vanilla,2.85,,Speciality Tea - Peppermint,1.3,,Smoothies - Berry Beautiful,2.0,,Frappes - Coffee,2.75,,Flat white,2.15",CASH,11.05,None
2021-02-23 11:17:59,Isle of Wight,Linda Young,",Speciality Tea - Fruit,1.3,,Smoothies - Carrot Kick,2.0,,Speciality Tea - Green,1.3",CASH,4.60,None
2021-02-23 11:18:25,Isle of Wight,Genia Wright,"Regular,Latte,2.15,,Mocha,2.3,Large,Hot chocolate,2.9,Regular,Flavoured hot chocolate - Hazelnut,2.6",CARD,9.95,"mastercard,5421721488833295"
2021-02-23 11:19:45,Isle of Wight,Toby Dickie,",Mocha,2.3",CARD,2.30,"visa16,47983467482136710"
2021-02-23 11:20:19,Isle of Wight,Suzanne Miller,",Iced americano,2.15,,Cortado,2.05,,Speciality Tea - Peppermint,1.3,,Flavoured iced latte - Vanilla,2.75,Large,Chai latte,2.6",CARD,10.85,"visa13,49768554964910"
2021-02-23 11:21:34,Isle of Wight,Autumn Wilson,",Iced americano,2.15,Large,Latte,2.45",CARD,4.60,"visa16,4946361213982668"
2021-02-23 11:22:10,Isle of Wight,Talia Polly,"Regular,Flavoured latte - Hazelnut,2.55",CASH,2.55,None
2021-02-23 11:23:33,Isle of Wight,Solomon Mcdonald,"Large,Cappuccino,2.45,Large,Americano,2.25",CARD,4.70,"visa13,4381637394933"
2021-02-23 11:24:29,Isle of Wight,Anthony Timmerman,",Smoothies - Berry Beautiful,2.0,,Frappes - Chocolate Cookie,2.75",CASH,4.75,None
2021-02-23 11:25:11,Isle of Wight,Esther Pope,",Red Label tea,1.2,,Flat white,2.15,,Speciality Tea - English breakfast,1.3",CARD,4.65,"mastercard,5338938816181781"
2021-02-23 11:26:47,Isle of Wight,Ressie Miller,",Smoothies - Carrot Kick,2.0",CASH,2.00,None
2021-02-23 11:27:55,Isle of Wight,John Wilson,"Regular,Latte,2.15",CARD,2.15,"discover,6011312582663566"
2021-02-23 11:28:22,Isle of Wight,Joanne Kimmerle,"Large,Americano,2.25",CASH,2.25,None
2021-02-23 11:29:45,Isle of Wight,Sherry Rung,",Speciality Tea - Camomile,1.3",CARD,1.30,"americanexpress,347562164165459"
2021-02-23 11:30:21,Isle of Wight,Jimmy Stancil,"Large,Americano,2.25,Regular,Chai latte,2.3,,Mocha,2.3",CASH,6.85,None
